# time*2*pi	ke	dkedt	ke smag	dkedt smag
16.36	0.031192804	0.003302858	0.031608242	0.003355313
16.38	0.031126928	0.003293804	0.031541272	0.003348509
16.4	0.031061222	0.003285284	0.031474449	0.003341141
16.42	0.030995687	0.003276776	0.031407776	0.003333643
16.44	0.030930337	0.003267514	0.031341247	0.003326465
16.46	0.030865168	0.003258418	0.031274872	0.003318782
16.48	0.030800179	0.00324946	0.031208638	0.003311701
16.5	0.030735356	0.003241168	0.031142551	0.003304312
16.52	0.030670698	0.003232877	0.031076612	0.003296986
16.54	0.030606208	0.003224513	0.031010816	0.003289759
16.56	0.030541874	0.003216685	0.030945158	0.003282925
16.58	0.030477677	0.003209861	0.03087963	0.003276409
16.6	0.030413613	0.003203197	0.030814247	0.003269151
16.62	0.030349675	0.003196901	0.030748993	0.003262687
16.64	0.030285868	0.003190335	0.030683864	0.003256425
16.66	0.030222195	0.003183662	0.030618859	0.003250294
16.68	0.030158647	0.003177383	0.030553984	0.003243738
16.7	0.030095218	0.003171461	0.030489236	0.003237405
16.72	0.030031915	0.003165177	0.030424637	0.003229938
16.74	0.02996874	0.003158707	0.030360171	0.003223276
16.76	0.029905681	0.003152953	0.030295856	0.003215773
16.78	0.029842737	0.00314721	0.030231698	0.003207908
16.8	0.029779895	0.003142112	0.030167696	0.003200067
16.82	0.029717143	0.003137586	0.030103863	0.003191676
16.84	0.029654487	0.003132805	0.030040191	0.003183597
16.86	0.029591924	0.003128169	0.029976677	0.003175695
16.88	0.029529441	0.003124139	0.029913318	0.003167946
16.9	0.029467043	0.003119887	0.029850102	0.003160821
16.92	0.029404734	0.003115454	0.029787024	0.00315391
16.94	0.029342526	0.00311039	0.029724083	0.003147024
16.96	0.029280414	0.003105605	0.029661295	0.003139404
16.98	0.029218386	0.003101417	0.029598658	0.00313187
17	0.029156423	0.003098149	0.029536183	0.003123752
17.02	0.029094514	0.003095448	0.02947387	0.003115607
17.04	0.029032659	0.003092751	0.029411743	0.00310638
17.06	0.028970874	0.003089259	0.029349789	0.003097667
17.08	0.028909171	0.00308514	0.029287992	0.003089877
17.1	0.02884755	0.003081043	0.029226345	0.003082329
17.12	0.028786017	0.003076668	0.029164872	0.003073651
17.14	0.028724568	0.003072434	0.02910357	0.003065118
17.16	0.028663207	0.00306804	0.029042451	0.003055947
17.18	0.028601924	0.003064178	0.028981517	0.0030467
17.2	0.02854071	0.003060686	0.028920767	0.003037491
17.22	0.028479568	0.003057078	0.028860201	0.003028299
17.24	0.028418492	0.0030538	0.028799804	0.003019852
17.26	0.028357487	0.003050242	0.028739569	0.003011754
17.28	0.028296563	0.003046234	0.028679501	0.003003378
17.3	0.028235729	0.003041668	0.028619602	0.002994968
17.32	0.028174998	0.003036593	0.028559866	0.002986799
17.34	0.028114373	0.003031214	0.028500286	0.002978987
17.36	0.028053843	0.003026504	0.028440888	0.002969944
17.38	0.027993397	0.003022292	0.028381675	0.002960634
17.4	0.02793303	0.003018355	0.028322652	0.002951166
17.42	0.027872746	0.003014211	0.028263805	0.002942301
17.44	0.027812563	0.003009138	0.028205141	0.002933244
17.46	0.027752491	0.003003589	0.028146636	0.002925225
17.48	0.027692544	0.002997379	0.028088295	0.002917063
17.5	0.027632722	0.002991086	0.028030107	0.002909374
17.52	0.027573025	0.002984845	0.027972071	0.002901834
17.54	0.027513451	0.002978706	0.027914195	0.002893808
17.56	0.02745399	0.002973052	0.027856483	0.00288555
17.58	0.027394644	0.002967313	0.027798939	0.002877224
17.6	0.027335414	0.002961497	0.027741581	0.002867891
17.62	0.027276291	0.002956147	0.027684401	0.00285903
17.64	0.027217278	0.002950674	0.027627393	0.002850382
17.66	0.027158384	0.002944663	0.027570558	0.002841739
17.68	0.027099613	0.002938541	0.027513895	0.00283318
17.7	0.027040964	0.002932471	0.0274574	0.002824713
17.72	0.02698244	0.002926214	0.027401076	0.002816215
17.74	0.026924059	0.002919054	0.027344924	0.002807576
17.76	0.026865822	0.002911823	0.027288938	0.002799328
17.78	0.026807731	0.002904544	0.027233107	0.002791528
17.8	0.0267498	0.002896556	0.027177422	0.00278429
17.82	0.026692029	0.002888556	0.027121886	0.002776765
17.84	0.026634407	0.002881096	0.027066509	0.002768843
17.86	0.02657693	0.002873864	0.027011298	0.002760587
17.88	0.026519592	0.002866874	0.026956265	0.002751645
17.9	0.026462394	0.002859928	0.026901392	0.002743616
17.92	0.026405339	0.002852758	0.026846687	0.002735293
17.94	0.026348428	0.002845536	0.026792149	0.00272686
17.96	0.026291671	0.002837869	0.026737772	0.002718867
17.98	0.026235065	0.002830292	0.026683571	0.00271006
18	0.026178616	0.002822436	0.026629535	0.002701778
18.02	0.026122347	0.002813468	0.026575651	0.002694186
18.04	0.026066242	0.002805236	0.026521892	0.002687972
18.06	0.026010292	0.002797504	0.026468248	0.002682203
18.08	0.025954501	0.002789565	0.026414714	0.002676721
18.1	0.025898867	0.002781677	0.026361303	0.002670508
18.12	0.025843391	0.002773817	0.02630802	0.002664185
18.14	0.025788075	0.002765805	0.026254869	0.002657535
18.16	0.025732923	0.002757552	0.02620185	0.00265097
18.18	0.025677932	0.002749565	0.026148959	0.002644506
18.2	0.025623116	0.002740827	0.026096205	0.00263773
18.22	0.025568479	0.002731852	0.026043588	0.002630858
18.24	0.025514018	0.002723015	0.025991114	0.002623709
18.26	0.025459742	0.002713794	0.025938782	0.002616591
18.28	0.025405648	0.002704699	0.025886595	0.002609328
18.3	0.025351739	0.002695482	0.025834558	0.002601882
18.32	0.025298007	0.002686596	0.025782663	0.002594716
18.34	0.025244447	0.002678013	0.025730902	0.002588071
18.36	0.02519106	0.002669313	0.025679262	0.002581968
18.38	0.025137837	0.002661176	0.025627746	0.002575835
18.4	0.02508477	0.002653323	0.025576349	0.002569821
18.42	0.025031879	0.002644578	0.02552506	0.002564466
18.44	0.024979165	0.002635697	0.025473879	0.00255907
18.46	0.024926634	0.002626563	0.025422802	0.002553817
18.48	0.02487429	0.002617176	0.025371836	0.002548329
18.5	0.024822136	0.002607718	0.02532098	0.002542758
18.52	0.024770159	0.002598835	0.025270242	0.002536928
18.54	0.024718353	0.002590276	0.025219619	0.002531154
18.56	0.024666724	0.002581449	0.025169116	0.002525132
18.58	0.024615277	0.00257237	0.025118736	0.002519005
18.6	0.024564015	0.002563093	0.025068482	0.002512696
18.62	0.024512945	0.002553488	0.025018349	0.002506661
18.64	0.02446207	0.002543798	0.024968344	0.002500247
18.66	0.024411387	0.002534112	0.02491846	0.002494195
18.68	0.024360899	0.002524436	0.024868689	0.002488568
18.7	0.0243106	0.002514949	0.024819024	0.002483225
18.72	0.024260489	0.002505545	0.024769467	0.002477863
18.74	0.024210554	0.002496739	0.024720016	0.002472534
18.76	0.024160789	0.002488246	0.02467068	0.002466829
18.78	0.024111189	0.002479997	0.02462146	0.002461004
18.8	0.024061748	0.00247206	0.024572355	0.002455216
18.82	0.024012461	0.002464339	0.024523363	0.002449624
18.84	0.023963342	0.002455952	0.024474489	0.00244367
18.86	0.023914404	0.0024469	0.024425742	0.002437382
18.88	0.023865649	0.002437736	0.024377121	0.002431045
18.9	0.023817076	0.002428652	0.024328633	0.002424409
18.92	0.023768683	0.002419672	0.024280273	0.002417975
18.94	0.023720462	0.002411058	0.024232049	0.002411227
18.96	0.023672403	0.002402931	0.024183954	0.00240475
18.98	0.023624501	0.002395123	0.024135983	0.00239852
19	0.023576745	0.002387772	0.024088137	0.002392334
19.02	0.023529131	0.002380699	0.024040411	0.002386289
19.04	0.023481665	0.002373309	0.023992811	0.00238001
19.06	0.023434355	0.002365504	0.023945338	0.002373649
19.08	0.023387205	0.002357501	0.023897996	0.002367075
19.1	0.023340214	0.002349534	0.023850781	0.002360739
19.12	0.023293382	0.002341585	0.02380369	0.002354563
19.14	0.023246714	0.002333442	0.023756718	0.002348621
19.16	0.02320021	0.002325181	0.02370986	0.002342867
19.18	0.023153869	0.002317067	0.023663125	0.002336753
19.2	0.023107685	0.002309179	0.023616515	0.002330531
19.22	0.023061654	0.002301566	0.023570037	0.002323881
19.24	0.023015774	0.002293991	0.023523694	0.002317133
19.26	0.022970049	0.002286267	0.023477483	0.002310555
19.28	0.022924482	0.002278317	0.0234314	0.00230415
19.3	0.022879078	0.002270199	0.023385444	0.002297801
19.32	0.022833844	0.002261729	0.023339623	0.002291066
19.34	0.022788775	0.002253454	0.023293938	0.002284221
19.36	0.022743868	0.002245319	0.023248393	0.002277256
19.38	0.022699127	0.002237036	0.023202977	0.002270799
19.4	0.022654551	0.00222882	0.023157685	0.002264619
19.42	0.022610144	0.002220365	0.023112521	0.002258196
19.44	0.022565905	0.002211951	0.023067489	0.002251585
19.46	0.022521829	0.002203768	0.023022593	0.002244799
19.48	0.022477912	0.002195881	0.022977841	0.002237615
19.5	0.022434144	0.002188387	0.022933219	0.002231113
19.52	0.022390533	0.002180551	0.022888723	0.002224801
19.54	0.022347084	0.00217246	0.022844353	0.002218487
19.56	0.022303796	0.00216439	0.022800105	0.002212388
19.58	0.022260675	0.002156066	0.02275598	0.002206273
19.6	0.022217719	0.002147758	0.022711978	0.002200074
19.62	0.022174925	0.002139749	0.022668097	0.002194063
19.64	0.022132284	0.00213202	0.022624336	0.002188063
19.66	0.022089797	0.002124349	0.022580693	0.002182123
19.68	0.022047464	0.002116681	0.022537165	0.002176396
19.7	0.022005284	0.002108988	0.022493752	0.002170693
19.72	0.021963257	0.002101325	0.022450449	0.002165116
19.74	0.021921387	0.002093491	0.022407265	0.002159214
19.76	0.021879681	0.002085306	0.022364202	0.002153141
19.78	0.021838136	0.002077284	0.022321262	0.002146997
19.8	0.021796742	0.002069684	0.022278441	0.002141068
19.82	0.021755499	0.002062127	0.022235735	0.002135313
19.84	0.021714404	0.002054769	0.022193138	0.002129832
19.86	0.021673455	0.002047444	0.02215065	0.00212438
19.88	0.021632656	0.00203995	0.022108279	0.002118544
19.9	0.021592012	0.002032218	0.022066025	0.00211271
19.92	0.021551523	0.002024455	0.022023899	0.002106292
19.94	0.021511187	0.00201678	0.021981891	0.002100427
19.96	0.021470997	0.002009487	0.021939995	0.002094788
19.98	0.02143095	0.002002365	0.02189821	0.002089275
20	0.021391046	0.001995198	0.021856533	0.002083822
